DadoBranco|DadoVerde|DadoAzul|DadoVermelho|Possivel|Nomenclatura
9|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
9|an e fechada|-O- (Éter)|Dimetil|Sim |2,2-Dimetilciclononanol / 1,2-Dimetilciclononanol / 3,2-Dimetilciclononanol / 4,2-Dimetilciclononanol / 5,2-Dimetilciclononanol
9|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3,2-Dimetilciclononanoico / Ácido 4,2-Dimetilciclononanoico
9|an e fechada|N (Amina/Amida)|Dimetil|Sim |2,2-Dimetilciclononamina / 1,2-Dimetilciclononamina / 3,2-Dimetilciclononamina
9|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,3-Dimetilnon-2-eno / 3,3-Dimetilnon-3-eno / 2,4-Dimetilnon-2-eno / 1,5-Dimetilnon-1-eno / 2,2-Dimetilnon-1-eno / 3,2-Dimetilnon-1-eno / 4,2-Dimetilnon-eno / 5,2-Dimetilnon-1-eno
9|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-Dimetilnon-2-enal / 3,3-Dimetilnon-3-enal / 2,4-Dimetilnon-2-enal / 1,5-Dimetilnon-1-en-3-ona / 3,3-Dimetilnon-4-en-2-ona / 4-Metil-non-6-en-2-ona / 6-Metil-non-4-en-8-ona
9|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Propoxi-2,2-Dimetil-hex-2-eno / Propoxi-1,2-Dimetil-hex-1-eno / Propoxi-3,3-Dimetil-but-2-eno
9|en e aberta|-O- (Éter)|Dimetil|Sim |2,5-Dimetil-non-5-en-3-ol / 4,5-Dimetil-non-6-en-2-ol / 6,5-Dimetil-non-4-en-8-ol
9|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,5-Dimetil-non-5-enoico / 4,5-Dimetil-non-6-enoico de etila / Ácido 6,5-Dimetil-non-4-enoico
9|en e aberta|N (Amina/Amida)|Dimetil|Sim |2,5-Dimetil-non-5-en-2-amina / 4,5-Dimetil-non-6-en-3-amina / 2,5-Dimetil-non-4-en-2-amida
9|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |3,4-Dimetilciclononeno / 4,4-Dimetilciclononeno / 4,5-Dimetilciclononeno
9|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |4,5-Dimetilciclonon-3-enona / 3,4-Dimetilciclonon-5-enona
9|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
9|en e fechada|-O- (Éter)|Dimetil|Sim |3,4-Dimetilciclonon-3-en-1-ol / 2,4-Dimetilciclonon-4-en-1-ol / 1,4-Dimetilciclonon-3-en-1-ol / 1,4-Dimetilciclonon-4-en-1-ol
9|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
9|en e fechada|N (Amina/Amida)|Dimetil|Sim |4,5-Dimetilnon-1-ino / 4,5-Dimetilnon-2-ino / 5,5-Dimetilnon-3-ino / 4,5-Dimetilnon-2-ino / 7,5-Dimetilnon-2-ino / 6,5-Dimetilnon-2-ino
9|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |4-metilnon-1-ino/4-metilnon-2-ino/5-metilnon-3-ino/4-metilnon-2-ino/7-metilnon-2-ino/6-metilnon-2-ino
9|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |4,5-Dimetilnon-2-inal / 5,5-Dimetilnon-3-inal / 7,5-Dimetilnon-1-in-3-ona
9|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi-2,2-Dimetil-hept-6-ino / Metoxi-2,2-Dimetil-oct-7-ino
9|in e aberta|-O- (Éter)|Dimetil|Sim |5,5-Dimetilnon-1-in-4-ol / 5,5-Dimetilnon-2-in-4-ol / 5,5-Dimetilnon-3-in-4-ol / 5,5-Dimetilnon-4-in-4-ol / 5,5-Dimetilnon-6-in-4-ol
9|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 4,5-Dimetilnon-2-in-óico / Ácido 5,5-Dimetilnon-3-in-óico / Ácido 6,5-Dimetilnon-4-in-óico / 4,5-Dimetiloct-2-in-oato de metila
9|in e aberta|N (Amina/Amida)|Dimetil|Sim |4,5-Dimetilnon-2-in-amina / 5,5-Dimetilnon-3-in-amida / 6,5-Dimetilnon-4-in-amina
9|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |4,4-Dimetilciclononino / 6,4-Dimetilciclononino
9|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |4,4-Dimetilciclononinona
9|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
9|in e fechada|-O- (Éter)|Dimetil|Sim |3,4-dimetilciclononinol/
9|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
9|in e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
10|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-Dimetildecano / 2,3-Dimetildecano / 2,4-Dimetildecano / 2,5-Dimetildecano
10|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,6-Dimetildecanal / 6-Metildecan-2-ona / 4-Metildecanal
10|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi 2-Metiloctano / Propoxi 3-Metilheptano / Butoxi 2-Metilhexano / Pentoxi 3-Metilpentano
10|an e aberta|-O- (Éter)|Dimetil|Sim |2,2-Dimetiloctan-1-ol / 3,3-Dimetiloctan-1-ol / 4,4-Dimetiloctan-1-ol / 5,5-Dimetiloctan-1-ol
10|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-Dimetildecanoico / Ácido 3,3-Dimetildecanoico / Ácido 4,4-Dimetildecanoico / Ácido 5,5-Dimetildecanoico / Ácido 6,6-Dimetildecanoico
10|an e aberta|N (Amina/Amida)|Dimetil|Sim |2,2-Dimetildecan-1-amina / 4,4-Dimetildecan-3-amina / 6,6-Dimetildecan-5-amina / 2,2-Dimetildecanamida / 4,4-Dimetildecanamida / 6,6-Dimetildecanamida
10|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |1,1-dimetilciclodecano/1,2-dimetilciclodecano/1,3-dimetilciclodecano/1,4-dimetilciclodecano/1,5-dimetilciclodecano
10|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-Dimetilciclodecanona / 3,3-Dimetilciclodecanona / 4,4-Dimetilciclodecanona / 5,5-Dimetilciclodecanona
10|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
10|an e fechada|-O- (Éter)|Dimetil|Sim |1,1-Dimetilciclodecanol / 1,2-Dimetilciclodecanol / 1,3-Dimetilciclodecanol / 1,4-Dimetilciclodecanol / 1,5-Dimetilciclodecanol
10|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-Dimetilciclodecanoico/Ácido 3,3-Dimetilciclodecanoico/Ácido 4,4-Dimetilciclodecanoic/Ácido 5,5-Dimetilciclodecanoico
10|an e fechada|N (Amina/Amida)|Dimetil|Sim |1,1-Dimetilciclododecilamina/N,1-Dimetilciclododecanamida
10|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-Dimetildec-3-eno / 3,3-Dimetildec-5-eno /5,5-Dimetildec-7-eno
10|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-Dimetildec-2-enal / 3,3-Dimetildec-4-enal / 3,3-Dimetildec-6-enal / 5,5-Dimetildec-2-en-4-ona / 5,5-Dimetildec-4-en-2-ona / 5,5-Dimetildec-6-en-2-ona
10|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi 2,2-Dimetiloct-3-eno / Metoxi 3,3-Dimetilnon-2-eno / Propoxi 3,3-Dimetilhex-2-eno
10|en e aberta|-O- (Éter)|Dimetil|Sim |3,3-Dimetildec-4-en-1-ol / 3,3-Dimetildec-2-en-1-ol / 3,3-Dimetildec-6-en-1-ol / 3,3-Dimetildec-2-en-1-ol / 3,3-Dimetildec-4-en-1-ol / 3,3-Dimetildec-6-en-1-ol
10|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3,3-Dimetildec-2-enoico / Ácido 5,5-Dimetildec-4-enoico / Ácido 7,7-Dimetildec-6-enoico / 3,3-Dimetilheptanoato de propila / 4-Metilpentanoato de pentila
10|en e aberta|N (Amina/Amida)|Dimetil|Sim |3,3-Dimetildec-2-en-1-amina / 3,3-Dimetildec-4-en-1-amina / 3,3-Dimetildec-6-en-1-amina / N-Metil-3,3-Dimetildec-2-enamida / N-Metil-5,5-Dimetildec-4-enamida
10|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-Dimetilciclodec-1-eno / 3,3-Dimetilciclodec-1-eno / 4,4-Dimetilciclodec-1-eno / 5,5-Dimetilciclodec-1-eno
10|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |5,5-Dimetilciclodecanona / 4,4-Dimetilciclodecanona / 3,3-Dimetilciclodecanona
10|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
10|en e fechada|-O- (Éter)|Dimetil|Sim |3,3-Dimetilciclodec-1-en-1-ol / 3,3-Dimetilciclodec-1-en-4-ol / 4,4-Dimetilciclodec-1-en-1-ol / 4,4-Dimetilciclodec-1-en-5-ol / 5,5-Dimetilciclodec-1-en-1-ol / 5,5-Dimetilciclodec-1-en-6-ol
10|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-Dimetilciclodec-2-en-1-óico / Ácido 4,4-Dimetilciclodec-3-en-1-óico / Ácido 3,3-Dimetilciclodec-4-en-1-óico
10|en e fechada|N (Amina/Amida)|Dimetil|Sim |3,3-Dimetilciclodec-1-en-1-amida / 4,4-Dimetilciclodec-1-en-1-amida / 4,4-Dimetilciclodec-1-en-1-amina / 5,5-Dimetilciclodec-1-en-1-amina / 3,3-Dimetilciclodec-1-en-1-amina
10|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-Dimetildec-1-ino / 5,5-Dimetildec-1-ino / 7,7-Dimetildec-1-ino
10|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-Dimetildec-1-in-5-ona / 5,5-Dimetildec-1-in-5-ona / 2,2-Dimetildec-1-inal / 4,4-Dimetildec-1-inal
10|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
10|in e aberta|-O- (Éter)|Dimetil|Sim |2,2-Dimetildec-1-inol / 4,4-Dimetildec-1-inol / 6,6-Dimetildec-1-inol / 8,8-Dimetildec-1-inol
10|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3,3-Dimetildec-1-inoico / Ácido 5,5-Dimetildec-1-inoico / Ácido 7,7-Dimetildec-1-inoico / Ácido 9,9-Dimetildec-1-inoico
10|in e aberta|N (Amina/Amida)|Dimetil|Sim |7,7-Dimetildec-1-inoamida / 5,5-Dimetildec-1-inoamida / 9,9-Dimetildec-1-ino-3-amina / 7,7-Dimetildec-1-ino-4-amina
10|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-Dimetilciclo-deca-1-ino
10|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |6,6-Dimetilciclo-deca-1-inona
10|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
10|in e fechada|-O- (Éter)|Dimetil|Não |2,2-Dimetilciclo-deca-1-inol
10|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Ácido 7,7-Dimetilciclo-deca-1-inoico
10|in e fechada|N (Amina/Amida)|Dimetil|Não |6,6-Dimetilciclo-deca-1-inoamina / 9,9-Dimetilciclo-deca-1-inoamida
11|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-Dimetilundecano / 3,3-Dimetilundecano / 4,4-Dimetilundecano / 5,5-Dimetilundecano / 6,6-Dimetilundecano
11|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-Dimetilundecanal / 5,5-Dimetilundecanal / 7,7-Dimetilundecanal / 2,2-Dimetilundecan-4-ona / 6,6-Dimetilundecan-3-ona / 8,8-Dimetilundecan-5-ona
11|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi 2,2-Dimetilnonano / Propoxi 3,3-Dimetiloctano / Metoxi 4,4-Dimetildecano
11|an e aberta|-O- (Éter)|Dimetil|Sim |2,2-Dimetilundecan-1-ol / 5,5-Dimetilundecan-2-ol / 7,7-Dimetilundecan-4-ol
11|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3,3-Dimetilundecanoico / Ácido 5,5-Dimetilundecanoico / Ácido 7,7-Dimetilundecanoico / 6,6-Dimetiloctanoato de propila / 4,4-Dimetiloctanoato de etila
11|an e aberta|N (Amina/Amida)|Dimetil|Sim |3,3-Dimetilundecanamina / 5,5-Dimetilundecanamina / 7,7-Dimetilundecanamina / 2,2-Dimetilundecanamida / 4,4-Dimetilundecanamida / 6,6-Dimetilundecanamida
11|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-Dimetilciclo-undecano / 5,5-Dimetilciclo-undecano / 7,7-Dimetilciclo-undecano
11|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-Dimetilciclo-undecan-1-ona / 5,5-Dimetilciclo-undecan-2-ona / 8,8-Dimetilciclo-undecan-3-ona
11|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
11|an e fechada|-O- (Éter)|Dimetil|Sim |3,3-Dimetilciclo-undecan-1-ol / 5,5-Dimetilciclo-undecan-1-ol / 2,2-Dimetilciclo-undecan-1-ol
11|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 7,7-Dimetilciclo-undecanoico / Ácido 5,5-Dimetilciclo-undecanoico / Ácido 3,3-Dimetilciclo-undecanoico
11|an e fechada|N (Amina/Amida)|Dimetil|Sim |3,3-Dimetilciclo-undecanamida / 5,5-Dimetilciclo-undecanamida / 3,3-Dimetilciclo-undecanamina / 5,5-Dimetilciclo-undecanamina
11|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-Dimetilundec-1-eno / 4,4-Dimetilundec-2-eno / 6,6-Dimetilundec-3-eno
11|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-Dimetilundecanal / 4,4-Dimetilundecanal / 3,3-Dimetilundecan-2-ona / 5,5-Dimetilundecan-4-ona
11|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Metoxi 3,3-Dimetildec-3-eno / Etoxi 2,2-Dimetilhept-3-eno / Propoxi 3,3-Dimetiloct-4-eno
11|en e aberta|-O- (Éter)|Dimetil|Sim |6,6-Dimetilundec-3-en-1-ol / 4,4-Dimetilundec-2-en-1-ol / 2,2-Dimetilundec-1-en-1-ol
11|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 6,6-Dimetilundec-3-enoico / Ácido 2,2-Dimetilundec-1-enoico / Ácido 4,4-Dimetilundec-2-enoico
11|en e aberta|N (Amina/Amida)|Dimetil|Sim |2,2-Dimetilundecan-1-amina / 4,4-Dimetilundecan-2-amina / 2,2-Dimetilundecanamida / 4,4-Dimetilundecanamida
11|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |2,2-Dimetilciclo-undec-1-eno / 4,4-Dimetilciclo-undec-1-eno / 3,3-Dimetilciclo-undec-1-eno
11|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |2,2-Dimetilciclo-undec-1-enona / 4,4-Dimetilciclo-undec-3-enona / 6,6-Dimetilciclo-undec-5-enona
11|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
11|en e fechada|-O- (Éter)|Dimetil|Sim |2,2-Dimetilciclo-undec-1-en-1-ol / 4,4-Dimetilciclo-undec-3-en-1-ol / 6,6-Dimetilciclo-undec-5-en-1-ol
11|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2,2-Dimetilciclo-undec-1-enoico / Ácido 4,4-Dimetilciclo-undec-3-enoico / Ácido 6,6-Dimetilciclo-undec-5-enoico
11|en e fechada|N (Amina/Amida)|Dimetil|Sim |2,2-Dimetilciclo-undec-1-enamida / 4,4-Dimetilciclo-undec-3-enamida / 4,4-Dimetilciclo-undec-3-en-1-amina / 6,6-Dimetilciclo-undec-5-en-1-amina
11|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-Dimetilundec-1-ino / 5,5-Dimetilundec-3-ino / 7,7-Dimetilundec-2-ino
11|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3,3-Dimetilundec-3-in-1-al/5,5-Dimetilundec-1-in-3-ona
11|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
11|in e aberta|-O- (Éter)|Dimetil|Não |3,4-Dimetilundec-1-in-3-ol / 5,6-Dimetilundec-1-in-5-ol
11|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 7,7-Dimetil-5-undecinoico / Ácido 5,5-Dimetil-3-undecinoico / Ácido 3,3-Dimetil-1-undecinoico
11|in e aberta|N (Amina/Amida)|Dimetil|Sim |3,3-Dimetilundec-1-in-4-amina / 7,7-Dimetilundec-2-in-5-amina
11|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |3,3-Dimetilciclo-undecino / 4,4-Dimetilciclo-undecino / 6,6-Dimetilciclo-undecino / 5,5-Dimetilciclo-undecino
11|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Não |Não definido
11|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
11|in e fechada|-O- (Éter)|Dimetil|Não |Não definido
11|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
11|in e fechada|N (Amina/Amida)|Dimetil|Não |Não definido
12|an e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |2-metildodecano/3-metildodecano/4-metildodecano/5-metildodecano/6-metildodecano
12|an e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3-Metilundecan-2-ona/5-Metildodecan-4-ona/7-Metildodecan-2-ona/3-Metildodecanal/5-Metildodecanal
12|an e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Etoxi 2-metildecano/propoxi 3-metilnonano/butoxi 3-metil-octano
12|an e aberta|-O- (Éter)|Dimetil|Sim |7-Metildodecan-1-ol/5-Metildodecan-1-ol/3-Metildodecan-1-ol
12|an e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3-Metildodecanoico/Ácido 5-Metildodecanoico/Ácido 7-Metildodecanoico/3-metil-undecanoato de metil/ 3metilpentanoato de hexila
12|an e aberta|N (Amina/Amida)|Dimetil|Sim |3-Metildodec-1-amina/5-Metildodec-1-amina/7-Metildodec-1-amina/3-Metildodecanamida/5-Metildodecanamida/7-Metildodecanamida
12|an e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |Metilciclododecano
12|an e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |2-Metilciclododecan-1-ona/4-Metilciclododecan-1-ona/6-Metilciclododecan-1-ona
12|an e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Não definido
12|an e fechada|-O- (Éter)|Dimetil|Sim |2-Metilciclododecan-1-ol/4-Metilciclododecan-1-ol/6-Metilciclododecan-1-ol/1-Metilciclododecan-1-ol/3-Metilciclododecan-1-ol
12|an e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |2-Metilciclododecan-1-oico/4-Metilciclododecan-1-oico/6-Metilciclododecan-1-oico
12|an e fechada|N (Amina/Amida)|Dimetil|Sim |2-Metilciclododecan-1-amina/4-Metilciclododecan-1-amina/6-Metilciclododecan-1-amina/2-Metilciclododecan-1-amida/4-Metilciclododecan-1-amida
12|en e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |3-Metilundec-1-eno/5-Metilundec-1-eno/7-Metilundec-1-eno/4-Metilundec-2-eno/6-Metilundec-2-eno/8-Metilundec-2-eno
12|en e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3-Metilundec-1-enal/5-Metilundec-1-enal7-Metilundec-1-enal/3-Metilundec-2-en-1-ona/5-Metilundec-4-en-1-ona/7-Metilundec-6-en-1-ona
12|en e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |metoxi 3-metil-undec-2-eno/etoxi 4-metildodec-3-eno/propoxi 4-metilnon-3-eno/butoxi 6-metil-oct-2-eno
12|en e aberta|-O- (Éter)|Dimetil|Sim |3-Metildodec-1-en-1-ol/5-Metildodec-1-en-1-ol/7-Metildodec-1-en-1-ol/3-Metildodec-1-en-2-ol/5-Metildodec-1-en-2-ol/7-Metildodec-1-en-2-ol
12|en e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3-Metildodec-1-en-1-óico/Ácido 5-Metilundec-1-en-1-óico/Ácido 7-Metilundec-1-en-1-óico/Ácido 3-Metilundec-1-en-2-óico
12|en e aberta|N (Amina/Amida)|Dimetil|Sim |3-Metildodec-1-en-1-amina/5-Metildodec-1-en-1-amina/7-Metildodec-1-en-1-amina/3-Metildodec-1-en-2-amida/5-Metildodec-1-en-2-amida
12|en e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |2-Metilciclododec-1-eno/4-Metilciclododec-1-eno/6-Metilciclododec-1-eno/2-Metilciclododec-3-eno/4-Metilciclododec-3-eno/6-Metilciclododec-3-eno
12|en e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |2-Metilciclododecan-3-en-1-ona/4-Metilciclododecan-3-en-1-ona/6-Metilciclododecan-3-en-1-ona
12|en e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
12|en e fechada|-O- (Éter)|Dimetil|Sim |2-Metilciclododec-1-en-1-ol/4-Metilciclododec-1-en-1-ol/6-Metilciclododec-1-en-1-ol/2-Metilciclododec-3-en-1-ol/4-Metilciclododec-3-en-1-ol
12|en e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 2-Metilciclododec-1-en-1-oico/Ácido 4-Metilciclododec-1-en-1-oico/Ácido 6-Metilciclododec-1-en-1-oico/Ácido 2-Metilciclododec-3-en-1-oico
12|en e fechada|N (Amina/Amida)|Dimetil|Sim |2-Metilciclododec-1-en-1-amina/4-Metilciclododec-1-en-1-amina/2-Metilciclododec-3-en-1-amina/4-Metilciclododec-1-en-1-amida/6-Metilciclododec-3-en-1-amida
12|in e aberta|CxHy (Hidrocarboneto)|Dimetil|Sim |3-Metildodec-1-ino/4-Metildodec-1-ino/5-Metildodec-1-ino/3-Metildodec-3-ino/4-Metildodec-3-ino/5-Metildodec-3-ino
12|in e aberta|C=O (Aldeído/Cetona)|Dimetil|Sim |3-Metildodec-3-inal/4-Metildodec-3-inal/3-Metiludodec-3-in-1-ona/4-Metiludodec-3-in-1-ona
12|in e aberta|-OH (Álcool/Enol/Fenol)|Dimetil|Sim |Metoxi 3-Metilundec-1-ino/ Etoxi 4-Metildec-1-ino
12|in e aberta|-O- (Éter)|Dimetil|Sim |3-Metildodec-1-in-4-ol/4-Metildodec-1-in-5-ol/5-Metildodec-1-in-6-ol/3-Metildodec-3-in-4-ol/4-Metildodec-3-in-5-ol/5-Metildodec-3-in-6-ol
12|in e aberta|-COO- (Ácido Carboxílico/Éster)|Dimetil|Sim |Ácido 3-Metildodec-1-in-4-oico/Ácido 4-Metildodec-1-in-5-oico/Ácido 5-Metildodec-1-in-6-oico/Ácido 3-Metildodec-3-in-4-oico/Ácido 4-Metildodec-3-in-5-oico
12|in e aberta|N (Amina/Amida)|Dimetil|Sim |3-Metildodec-1-in-4-amina/4-Metildodec-1-in-5-amina/5-Metildodec-1-in-6-amina/3-Metildodec-1-in-4-amida/4-Metildodec-1-in-5-amida
12|in e fechada|CxHy (Hidrocarboneto)|Dimetil|Sim |4-Metilciclododec-1-ino/5-Metilciclododec-1-ino/6-Metilciclododec-1-ino
12|in e fechada|C=O (Aldeído/Cetona)|Dimetil|Sim |4-metilcildodecin-6-ona
12|in e fechada|-OH (Álcool/Enol/Fenol)|Dimetil|Não |Não definido
12|in e fechada|-O- (Éter)|Dimetil|Sim |4-Metilciclododec-1-in-6-ol/5-Metilciclododec-1-in-5-ol/6-Metilciclododec-1-in6-ol
12|in e fechada|-COO- (Ácido Carboxílico/Éster)|Dimetil|Não |Não definido
1|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
1|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
1|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
1|an e aberta |-O- (Éter)|Isopropil|Não |Não definido
1|an e aberta |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
1|an e aberta |N (Amina/Amida)|Isopropil|Não |Não definido
1|an e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
1|an e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
1|an e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
1|an e fechada |-O- (Éter)|Isopropil|Não |Não definido
1|an e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
1|an e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
1|en e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
1|en e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
1|en e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
1|en e aberta|-O- (Éter)|Isopropil|Não |Não definido
1|en e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
1|en e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
1|en e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
1|en e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
1|en e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
1|en e fechada |-O- (Éter)|Isopropil|Não |Não definido
1|en e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
1|en e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
1|in e aberta|CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
1|in e aberta|C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
1|in e aberta|-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
1|in e aberta|-O- (Éter)|Isopropil|Não |Não definido
1|in e aberta|-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
1|in e aberta|N (Amina/Amida)|Isopropil|Não |Não definido
1|in e fechada |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
1|in e fechada |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
1|in e fechada |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
1|in e fechada |-O- (Éter)|Isopropil|Não |Não definido
1|in e fechada |-COO- (Ácido Carboxílico/Éster)|Isopropil|Não |Não definido
1|in e fechada |N (Amina/Amida)|Isopropil|Não |Não definido
2|an e aberta |CxHy (Hidrocarboneto)|Isopropil|Não |Não definido
2|an e aberta |C=O (Aldeído/Cetona)|Isopropil|Não |Não definido
2|an e aberta |-OH (Álcool/Enol/Fenol)|Isopropil|Não |Não definido
2|an e aberta |-O- (Éter)|Isopropil|Não |Não definido
